row_order,schedule_index,condition,model_key,model,pubmed_id,gold_label,decision,error_prob,action,parse_status,parse_notes,is_correct,evidence_policy,evidence_chars,max_tokens,threshold_rule,prompt_tokens,completion_tokens,total_tokens,api_attempts,api_error,retry_events_json,response_id,response_model,system_fingerprint,request_started_utc,request_finished_utc,latency_seconds,raw_response,raw_length
552,4411,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26200172,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,554,20,574,1,,[],p1TPVB1-4YNCb4-a3bc93b16caf8130,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:52:44.654250+00:00,2026-09-16T02:52:45.462564+00:00,0.808,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
553,4416,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21457946,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,533,20,553,1,,[],p1TPX5s-fdNmn-a3bc93d94e4bdfaf,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:52:51.001451+00:00,2026-09-16T02:52:52.119835+00:00,1.118,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
554,4431,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17179167,INCONCLUSIVE,INCONCLUSIVE,0.7,SEEK_EVIDENCE,full,clean,1,short,1200,300,explicit_numeric,599,24,623,1,,[],p1TPcFW-fdNmn-a3bc94460d4892ef,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:53:08.401078+00:00,2026-09-16T02:53:09.322557+00:00,0.922,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.7
ACTION: SEEK_EVIDENCE",67
555,4436,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,12848629,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,566,20,586,1,,[],p1TPf4s-4YNCb4-a3bc9481683aa278,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:53:17.908346+00:00,2026-09-16T02:53:19.356792+00:00,1.448,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
556,4443,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,10401824,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,644,20,664,1,,[],p1TPhoX-fdNmn-a3bc94ba9c3a5933,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:53:27.038877+00:00,2026-09-16T02:53:27.960280+00:00,0.921,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
557,4448,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,15381614,INCONCLUSIVE,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,606,20,626,1,,[],p1TPjVc-4YNCb4-a3bc94de890c0a15,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:53:32.791644+00:00,2026-09-16T02:53:33.797500+00:00,1.006,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
558,4463,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19836806,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,558,21,579,1,,[],p1TPpU1-fdNmn-a3bc9546d80ddfaf,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:53:49.478361+00:00,2026-09-16T02:53:50.385380+00:00,0.907,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
559,4468,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19504993,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,888,300,explicit_numeric,536,20,556,1,,[],p1TPrNv-fdNmn-a3bc956f08d6f867,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:53:55.922753+00:00,2026-09-16T02:53:56.733099+00:00,0.81,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
560,4475,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21865668,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,555,20,575,1,,[],p1TPtq6-4YNCb4-a3bc95a2cccfff27,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:54:04.226919+00:00,2026-09-16T02:54:05.135488+00:00,0.909,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
561,4480,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20549895,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,592,21,613,1,,[],p1TPvoM-fdNmn-a3bc95cbf8f7a2b7,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:54:10.771904+00:00,2026-09-16T02:54:11.684292+00:00,0.912,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
562,4495,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17559449,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,643,21,664,1,,[],p1TQ2cm-fdNmn-a3bc964638b14c37,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:54:30.328123+00:00,2026-09-16T02:54:31.651657+00:00,1.324,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
563,4500,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26923375,SUPPORTED,INCONCLUSIVE,0.7,SEEK_EVIDENCE,full,clean,0,short,1200,300,explicit_numeric,629,24,653,1,,[],p1TQ4Pp-4YNCb4-a3bc966bef4983c2,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:54:36.384592+00:00,2026-09-16T02:54:37.181075+00:00,0.796,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.7
ACTION: SEEK_EVIDENCE",67
564,4507,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,12419743,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,602,20,622,1,,[],p1TQ6dw-fdNmn-a3bc969adb8f8f26,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:54:43.854514+00:00,2026-09-16T02:54:45.477952+00:00,1.623,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
565,4512,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26113007,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,860,300,explicit_numeric,490,21,511,1,,[],p1TQ8e9-fdNmn-a3bc96c4eb8e2df2,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:54:50.617540+00:00,2026-09-16T02:54:51.518812+00:00,0.901,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
566,4527,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23810330,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,603,20,623,1,,[],p1TQDkx-fdNmn-a3bc9730897bb225,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:55:07.811689+00:00,2026-09-16T02:55:08.722266+00:00,0.911,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
567,4532,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20338971,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,661,20,681,1,,[],p1TQFcc-fdNmn-a3bc97571dad255a,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:55:13.958824+00:00,2026-09-16T02:55:14.798741+00:00,0.84,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
568,4539,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22825590,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,659,20,679,1,,[],p1TQHuK-4YNCb4-a3bc9787e8a8dfaf,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:55:21.843073+00:00,2026-09-16T02:55:22.457310+00:00,0.614,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
569,4544,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16872243,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,883,300,explicit_numeric,500,21,521,1,,[],p1TQKQX-4YNCb4-a3bc97a78b8edd26,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:55:26.868677+00:00,2026-09-16T02:55:27.767844+00:00,0.899,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
570,4559,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22521460,REFUTED,INCONCLUSIVE,0.6,SEEK_EVIDENCE,full,clean,0,short,902,300,explicit_numeric,554,24,578,1,,[],p1TQQZ5-fdNmn-a3bc98138cd20a15,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:55:44.120990+00:00,2026-09-16T02:55:45.176078+00:00,1.055,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.6
ACTION: SEEK_EVIDENCE",67
571,4564,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,15687156,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,575,20,595,1,,[],p1TQSJh-fdNmn-a3bc98383d5e0aa4,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:55:50.000392+00:00,2026-09-16T02:55:51.321030+00:00,1.321,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
572,4571,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18540901,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,770,300,explicit_numeric,605,20,625,1,,[],p1TQUZT-4YNCb4-a3bc9867fbf65b53,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:55:57.684741+00:00,2026-09-16T02:55:58.706999+00:00,1.022,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
573,4576,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22301406,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1015,300,explicit_numeric,574,20,594,1,,[],p1TQWEv-4YNCb4-a3bc988b1c4b80f3,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:56:03.305430+00:00,2026-09-16T02:56:04.427892+00:00,1.122,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
574,4591,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20082356,INCONCLUSIVE,SUPPORTED,0.2,COMMIT,full,clean,0,short,900,300,explicit_numeric,515,20,535,1,,[],p1TQbTq-fdNmn-a3bc98f8cc92a296,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:56:20.827277+00:00,2026-09-16T02:56:22.349132+00:00,1.522,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
575,4596,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21481154,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,618,20,638,1,,[],p1TQdDW-4YNCb4-a3bc991dbe89c03e,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:56:26.767087+00:00,2026-09-16T02:56:28.054010+00:00,1.287,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
576,4603,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24270957,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,630,20,650,1,,[],p1TQfhE-4YNCb4-a3bc99521cbda2b4,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:56:35.059930+00:00,2026-09-16T02:56:35.869911+00:00,0.81,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
577,4608,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,10223070,INCONCLUSIVE,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,573,20,593,1,,[],p1TQhMi-4YNCb4-a3bc99750be6530b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:56:40.696607+00:00,2026-09-16T02:56:41.497084+00:00,0.801,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
578,4623,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,27050505,SUPPORTED,INCONCLUSIVE,0.7,SEEK_EVIDENCE,full,clean,0,short,1200,300,explicit_numeric,598,24,622,1,,[],p1TQnHB-4YNCb4-a3bc99dc8b865895,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:56:57.282957+00:00,2026-09-16T02:56:58.187499+00:00,0.905,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.7
ACTION: SEEK_EVIDENCE",67
579,4628,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,25251991,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,677,20,697,1,,[],p1TQovw-4YNCb4-a3bc99ff4fb60aa4,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:57:02.815481+00:00,2026-09-16T02:57:03.717393+00:00,0.902,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
580,4635,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,27405146,SUPPORTED,INCONCLUSIVE,0.8,SEEK_EVIDENCE,full,clean,0,short,827,300,explicit_numeric,569,24,593,1,,[],p1TQrQc-fdNmn-a3bc9a331f7a2544,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:57:11.101577+00:00,2026-09-16T02:57:12.015041+00:00,0.913,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.8
ACTION: SEEK_EVIDENCE",67
581,4640,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16296668,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,572,21,593,1,,[],p1TQtEa-fdNmn-a3bc9a591aaec03e,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:57:17.197938+00:00,2026-09-16T02:57:18.258872+00:00,1.061,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
582,4655,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22990761,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,591,20,611,1,,[],p1TQyV2-fdNmn-a3bc9ac7dd49dd26,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:57:34.921277+00:00,2026-09-16T02:57:35.768566+00:00,0.847,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
583,4660,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17312514,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1167,300,explicit_numeric,568,20,588,1,,[],p1TR1H5-4YNCb4-a3bc9aedd91b5895,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:57:41.001183+00:00,2026-09-16T02:57:41.714779+00:00,0.714,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
584,4667,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26209118,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,621,20,641,1,,[],p1TR3QT-4YNCb4-a3bc9b1a9932f3e9,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:57:48.165301+00:00,2026-09-16T02:57:49.081451+00:00,0.916,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
585,4672,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23736032,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1002,300,explicit_numeric,585,20,605,1,,[],p1TR6Wb-4YNCb4-a3bc9b5bd876d866,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:57:58.611944+00:00,2026-09-16T02:57:59.526946+00:00,0.915,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
586,4687,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17076590,INCONCLUSIVE,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,545,20,565,1,,[],p1TRBYb-fdNmn-a3bc9bc578b653f0,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:58:15.506404+00:00,2026-09-16T02:58:16.864377+00:00,1.358,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
587,4692,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18801797,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,543,20,563,1,,[],p1TRDXz-fdNmn-a3bc9bef0b48a260,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:58:22.142529+00:00,2026-09-16T02:58:23.384593+00:00,1.242,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
588,4699,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17224424,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,909,300,explicit_numeric,519,20,539,1,,[],p1TRGKW-4YNCb4-a3bc9c2a1d51a2a2,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:58:31.599564+00:00,2026-09-16T02:58:32.805963+00:00,1.206,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
589,4704,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20084845,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,547,20,567,1,,[],p1TRJ7W-4YNCb4-a3bc9c4fcd1ec6cd,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:58:37.635477+00:00,2026-09-16T02:58:39.257018+00:00,1.622,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
590,4719,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26505821,INCONCLUSIVE,INCONCLUSIVE,0.7,SEEK_EVIDENCE,full,clean,1,short,1200,300,explicit_numeric,596,24,620,1,,[],p1TRPHT-4YNCb4-a3bc9cbc8cb1530b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:58:55.040623+00:00,2026-09-16T02:58:56.202997+00:00,1.162,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.7
ACTION: SEEK_EVIDENCE",67
591,4724,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18667100,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,543,20,563,1,,[],p1TRR6Z-fdNmn-a3bc9ce25a452e68,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:59:01.089781+00:00,2026-09-16T02:59:01.990146+00:00,0.9,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
592,4731,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16538201,INCONCLUSIVE,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,650,20,670,1,,[],p1TRTZ9-fdNmn-a3bc9d160ab6a257,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:59:09.376603+00:00,2026-09-16T02:59:10.081626+00:00,0.705,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
593,4736,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23992109,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,710,20,730,1,,[],p1TRV5n-fdNmn-a3bc9d362ce05933,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:59:14.502723+00:00,2026-09-16T02:59:15.285076+00:00,0.782,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
594,4751,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20605051,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,545,20,565,1,,[],p1TRaC8-4YNCb4-a3bc9da1be952f84,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:59:31.694645+00:00,2026-09-16T02:59:32.609666+00:00,0.915,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
595,4756,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24577079,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,554,21,575,1,,[],p1TRc7c-fdNmn-a3bc9dca1cda5b53,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:59:38.152207+00:00,2026-09-16T02:59:39.163152+00:00,1.011,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
596,4763,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22428608,SUPPORTED,SUPPORTED,0.05,COMMIT,full,clean,1,short,1067,300,explicit_numeric,577,20,597,1,,[],p1TRePM-fdNmn-a3bc9df9d998e09b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:59:45.833368+00:00,2026-09-16T02:59:46.900037+00:00,1.067,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.05
ACTION: COMMIT",58
597,4768,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19664156,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,557,20,577,1,,[],p1TRfyM-fdNmn-a3bc9e1b1ae2a313,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:59:51.163999+00:00,2026-09-16T02:59:51.916579+00:00,0.753,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
598,4783,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,7860319,SUPPORTED,REFUTED,0.4,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,577,23,600,1,,[],p1TRmEu-4YNCb4-a3bc9e89fc30a2b8,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T03:00:08.879686+00:00,2026-09-16T03:00:10.190968+00:00,1.311,"DECISION: REFUTED
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",56
599,4788,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,15995461,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,731,300,explicit_numeric,488,20,508,1,,[],p1TRoGV-4YNCb4-a3bc9eb4bf0392ef,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T03:00:15.706991+00:00,2026-09-16T03:00:16.816781+00:00,1.11,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
600,4795,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23088164,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1003,300,explicit_numeric,523,21,544,1,,[],p1TRrL3-4YNCb4-a3bc9ef52f09a310,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T03:00:25.970696+00:00,2026-09-16T03:00:27.496389+00:00,1.526,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
601,4800,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17096624,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,645,300,explicit_numeric,467,20,487,1,,[],p1TRtS2-4YNCb4-a3bc9f214e52a315,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T03:00:33.049894+00:00,2026-09-16T03:00:34.729427+00:00,1.68,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
602,4815,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,25987398,INCONCLUSIVE,INCONCLUSIVE,0.7,SEEK_EVIDENCE,full,clean,1,short,1200,300,explicit_numeric,586,24,610,1,,[],p1TRzEx-fdNmn-a3bc9f9b38d43282,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T03:00:52.600127+00:00,2026-09-16T03:00:53.609091+00:00,1.009,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.7
ACTION: SEEK_EVIDENCE",67
603,4820,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,14992556,INCONCLUSIVE,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,600,20,620,1,,[],p1TS29L-fdNmn-a3bc9fc34a3253f0,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T03:00:58.979666+00:00,2026-09-16T03:00:59.751426+00:00,0.772,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
604,4827,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24434052,INCONCLUSIVE,SUPPORTED,0.2,COMMIT,full,clean,0,short,1112,300,explicit_numeric,616,20,636,1,,[],p1TS4Nq-fdNmn-a3bc9ff23d1ea29a,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T03:01:06.521303+00:00,2026-09-16T03:01:07.228638+00:00,0.707,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
605,4832,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,15528969,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,564,20,584,1,,[],p1TS5vr-fdNmn-a3bca012cde45b53,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T03:01:11.750972+00:00,2026-09-16T03:01:12.518824+00:00,0.768,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
606,4847,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16216859,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,661,21,682,1,,[],p1TSB1Q-fdNmn-a3bca07d988fa29a,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T03:01:28.801201+00:00,2026-09-16T03:01:29.653905+00:00,0.853,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
